_id,Mouse_Path_Length,Mouse_Avg_Speed,Mouse_Max_Speed,Mouse_Stops,Mouse_Click_Frequency,Mouse_Scroll_Speed,Mouse_Scroll_Direction_Changes,Avg_Click_X,Avg_Click_Y,Click_Spread,Typing_Speed,Keypress_Interval_Avg,Key_Hold_Duration_Avg,Special_Key_Usage,Error_Corrections,Pause_Between_Typing,Interaction_Duration,Mouse_Keyboard_Interaction_Correlation,Response_Time,Result
6742b6169c127b74bcf46ec2,120.93264447641197,12.088429076010792,2.5342103744997617,2,0.0,0.0,0,0.0,0.0,0.0,0.7996801279488205,122.0,122.0,3,0,144.0,10.004,0.8,0.0,0
6742b61f9c127b74bcf46ec3,319.8479189619976,63.89291229764235,0.0,23,0.3995205753096284,0.0,0,909.5,483.0,76.79192665899195,2.3971234518577704,170.0,170.0,1,0,448.0,5.006,0.8,0.0,0
6742b61f9c127b74bcf46ec4,0.0,0.0,0.0,2,0.1999600079984003,0.0,0,704.0,332.0,0.0,2.599480103979204,106.76923076923077,106.76923076923077,6,0,74.0,5.001,0.8,0.0,0
6742b6279c127b74bcf46ec5,757.2921744421637,151.30712776067207,2.23606797749979,51,0.3996003996003996,0.0,0,874.0,492.0,71.386273190299,2.3976023976023977,184.63636363636363,184.63636363636363,1,0,224.0,5.005,0.8,0.0,0
6742b6299c127b74bcf46ec6,59.389322583135815,3.959024237259904,1.118033988749895,0,0.0,0.0,0,0.0,0.0,0.0,0.4666355576294914,100.14285714285714,100.14285714285714,13,0,88.0,15.001,0.8,0.0,0
6742b6329c127b74bcf46ec7,387.5060427499589,77.42378476522656,1.0,46,0.5994005994005994,0.0,0,896.6666666666666,533.3333333333334,92.88419157187612,2.797202797202797,142.71428571428572,142.71428571428572,0,0,95.0,5.005,0.8,0.0,0
6742b6369c127b74bcf46ec8,5.414213562373095,0.5411507808468861,0.058823529411764705,5,0.0,0.0,0,0.0,0.0,0.0,0.2998500749625187,282.6666666666667,282.6666666666667,0,0,288.0,10.005,0.8,0.0,0
6742b6389c127b74bcf46ec9,97.20068247057368,3.239482835213254,1.375,7,0.03332777870354941,0.0,0,650.0,509.0,0.0,0.0,0.0,0.0,13,0,0.0,30.005,0.8,0.0,0
6742b63b9c127b74bcf46eca,95.67215092003524,6.376018055317243,0.6666666666666666,17,0.19993335554815062,0.0,0,909.6666666666666,676.0,0.5,0.2665778073975341,184.0,184.0,0,0,31.0,15.005,0.8,0.0,0
6742b63e9c127b74bcf46ecb,61.10312149419721,1.7452051152232724,0.6706914265289047,3,0.0,0.0,0,0.0,0.0,0.0,0.42842454015766024,111.4,111.4,13,0,175.0,35.012,0.8,0.0,0
6742b6409c127b74bcf46ecc,184.1020341741694,9.202801008456357,1.9008632907181937,6,0.0,0.0,0,0.0,0.0,0.0,0.24993751562109473,137.4,137.4,0,0,49.0,20.005,0.8,0.0,0
6742b6429c127b74bcf46ecd,95.02498439450079,2.374734084580802,2.0,3,0.024990628514307136,0.0,0,695.0,580.0,0.0,0.09996251405722854,80.75,80.75,18,0,41.0,40.015,0.8,0.0,0
6742b64a9c127b74bcf46ece,134.54847528543445,26.85598309090508,1.2282713539894765,8,0.1996007984031936,0.0,0,678.0,327.0,0.0,1.3972055888223553,101.28571428571429,101.28571428571429,0,0,43.0,5.01,0.8,0.0,0
6742b64b9c127b74bcf46ecf,73.23529094303319,14.638275223472554,0.7453559924999299,5,0.1998800719568259,0.0,0,867.0,447.0,0.0,2.198680791525085,187.36363636363637,187.36363636363637,0,0,144.0,5.003,0.8,0.0,0
6742b64f9c127b74bcf46ed0,0.0,0.0,0.0,3,0.099930048965724,0.0,0,681.0,430.0,0.0,0.599580293794344,124.83333333333333,124.83333333333333,0,0,108.0,10.007,0.8,0.0,0
6742b6519c127b74bcf46ed1,96.40678867987079,9.638751117763526,1.0588235294117647,4,0.09998000399920015,0.0,0,873.0,533.0,0.0,0.7998400319936012,242.5,242.5,1,0,336.0,10.002,0.8,0.0,0
6742b6559c127b74bcf46ed2,188.73992401416515,12.580145571829977,0.7601169500660919,20,0.06665333599946677,0.0,0,881.0,620.0,0.0,0.4665733519962674,187.57142857142858,187.57142857142858,1,0,145.0,15.003,0.8,0.0,0
6742b65c9c127b74bcf46ed3,83.33593554974269,16.65386401873355,0.7333333333333333,10,0.19984012789768188,0.0,0,864.0,449.0,0.0,4.596322941646683,114.69565217391305,114.69565217391305,8,0,96.0,5.004,0.8,0.0,0
6742b6619c127b74bcf46ed4,142.06407166520643,14.200726875770336,1.25,15,0.09996001599360256,0.0,0,923.0,542.0,0.0,0.9996001599360256,146.7,146.7,9,0,96.0,10.004,0.8,0.0,0
6742b6649c127b74bcf46ed5,218.24400538000765,43.552984510079355,1.6386339149628375,10,0.39912193175014965,0.0,0,682.0,379.5,102.35721762533407,1.3969267611255238,93.28571428571429,93.28571428571429,0,0,57.0,5.011,0.8,0.0,0
6742b66d9c127b74bcf46ed6,352.41038657908484,70.42573672643583,1.8252760484543769,31,0.5995203836930456,0.0,0,896.3333333333334,527.0,100.28115799750302,0.9992006394884093,131.6,131.6,0,0,224.0,5.004,0.8,0.0,0
6742b6729c127b74bcf46ed7,250.39406558187696,25.024391923033875,1.3125,16,0.1998800719568259,0.0,0,907.5,617.5,156.46724896923317,0.4997001798920648,276.25,276.25,1,0,240.0,10.006,0.8,0.0,0
6742b67c9c127b74bcf46ed8,2658.633466837431,265.8633466837431,10.448754499376244,11,0.6,0.0,0,639.6666666666666,291.5,379.4612758661423,0.0,0.0,0.0,0,0,0.0,10.0,0.8,0.0,0
6742b67e9c127b74bcf46ed9,2173.6131472056463,434.2015875360859,0.0,28,0.9988014382740711,0.0,0,753.2,356.0,122.99919922000157,1.1985617259288852,138.33333333333334,138.33333333333334,0,0,176.0,5.006,0.8,0.0,0
6742b6819c127b74bcf46eda,596.4332806246848,39.76221870831232,6.886373888246246,1,0.06666666666666667,0.0,0,1252.0,268.0,0.0,1.0,98.06666666666666,98.06666666666666,0,0,110.0,15.0,0.8,0.0,0
6742b6869c127b74bcf46edb,22.0,1.099670098970309,0.47058823529411764,4,0.049985004498650405,0.0,0,692.0,420.0,0.0,0.29991002699190245,196.2,196.2,2,0,578.0,20.006,0.8,0.0,0
6742b68b9c127b74bcf46edc,99.52309552056562,3.980764590239015,0.7647058823529411,3,0.039998400063997436,0.0,0,704.0,518.0,0.0,0.5199792008319667,89.6923076923077,89.6923076923077,2,0,88.0,25.001,0.8,0.0,0
6742b68e9c127b74bcf46edd,798.9278453265204,159.75361834163573,1.4630874888399532,25,1.999600079984003,0.0,0,925.7,608.3,64.81361616565692,0.0,0.0,0.0,0,0,0.0,5.001,0.8,0.0,0
6742b6919c127b74bcf46ede,44.510810400563955,1.4836936800187985,0.6373774391990981,2,0.0,0.0,0,0.0,0.0,0.0,0.3333333333333333,154.2,154.2,16,0,871.0,30.0,0.8,0.0,0
6742b6989c127b74bcf46edf,132.82858821669748,8.85464890451953,0.5714285714285714,33,0.06666222251849876,0.0,0,910.0,537.0,0.0,0.3999733351109926,234.16666666666666,234.16666666666666,1,0,544.0,15.001,0.8,0.0,0
6742b6a29c127b74bcf46ee0,571.5587727802248,114.26604813679025,2.2070593809662467,23,0.7996801279488205,0.0,0,819.25,446.25,55.05574129799921,0.9996001599360256,111.4,111.4,1,0,175.0,5.002,0.8,0.0,0
6742b6b09c127b74bcf46ee1,244.8082711643708,48.95186386010214,5.830951894845301,12,0.1999600079984003,0.0,0,877.0,442.0,0.0,1.999600079984003,116.8,116.8,0,0,194.0,5.001,0.8,0.0,0
6742b6b69c127b74bcf46ee2,44.76068131419398,4.475173096800038,0.4,20,0.0,0.0,0,0.0,0.0,0.0,0.5998800239952009,181.6,181.6,1,0,239.0,10.002,0.8,0.0,0
6742b6c19c127b74bcf46ee3,92.33147186495934,18.440477704205982,1.1473474844178637,3,0.19972039145196727,0.0,0,872.0,450.0,0.0,0.7988815658078691,180.0,180.0,0,0,161.0,5.007,0.8,0.0,0
6742b6c69c127b74bcf46ee4,93.03975977118357,9.295609928182992,0.5962847939999439,7,0.1998201618543311,0.0,0,901.5,522.0,20.024984394500787,0.6993705664901588,159.5,159.5,1,0,209.0,10.009,0.8,0.0,0
6742b6d19c127b74bcf46ee5,167.66663589935388,33.50652196230094,0.75,19,0.39968025579536376,0.0,0,890.5,504.0,91.98369420718001,1.9984012789768186,140.9,140.9,1,0,112.0,5.004,0.8,0.0,0
6742b6d79c127b74bcf46ee6,76.7409287684687,7.671024467060047,0.7730823048033113,4,0.0,0.0,0,0.0,0.0,0.0,0.7996801279488205,126.0,126.0,1,0,80.0,10.004,0.8,0.0,0
6742b6e09c127b74bcf46ee7,100.97634678398926,5.047807777643934,0.6525191568069094,16,0.049990001999600076,0.0,0,935.0,621.0,0.0,0.0,0.0,0.0,1,0,0.0,20.004,0.8,0.0,0
6742b6ea9c127b74bcf46ee8,75.17544327860796,15.026073011914443,0.45175395145262565,14,0.1998800719568259,0.0,0,922.0,462.0,0.0,1.3991605036977812,155.57142857142858,155.57142857142858,0,0,129.0,5.003,0.8,0.0,0
6742b6ef9c127b74bcf46ee9,1.0,0.09997000899730081,0.0002397506593143131,2,0.0,0.0,0,0.0,0.0,0.0,0.8997300809757073,227.55555555555554,227.55555555555554,1,0,447.0,10.003,0.8,0.0,0
6742b6f49c127b74bcf46eea,113.0580469092367,7.5356959880848295,0.4,44,0.06665333599946677,0.0,0,911.0,603.0,0.0,0.5332266879957341,151.625,151.625,1,0,143.0,15.003,0.8,0.0,0
6742b6fa9c127b74bcf46eeb,164.9520596915023,32.95745448381665,0.8125,8,0.1998001998001998,0.0,0,904.0,466.0,0.0,2.5974025974025974,133.0,133.0,4,0,128.0,5.005,0.8,0.0,0
6742b6ff9c127b74bcf46eec,1.0,0.09995002498750624,0.0002577984016499098,1,0.0,0.0,0,0.0,0.0,0.0,1.299350324837581,158.75,158.75,5,0,337.0,10.005,0.8,0.0,0
6742b7049c127b74bcf46eed,184.17549452892825,12.27427487696956,0.5,42,0.13328890369876706,0.0,0,903.0,645.5,61.5223536610881,0.46651116294568473,164.71428571428572,164.71428571428572,6,0,80.0,15.005,0.8,0.0,0
6742b70c9c127b74bcf46eee,218.05927539375904,43.56828679195985,1.1157499537009505,12,0.3996003996003996,0.0,0,882.5,487.0,117.64777940955791,1.998001998001998,332.4,332.4,0,0,720.0,5.005,0.8,0.0,0
6742b7119c127b74bcf46eef,2.0,0.19992003198720512,0.023809523809523808,2,0.0,0.0,0,0.0,0.0,0.0,0.4998000799680128,208.0,208.0,1,0,240.0,10.004,0.8,0.0,0
6742b71b9c127b74bcf46ef0,829.008618717164,165.7023023620156,1.4907119849998598,33,0.7995202878273036,0.0,0,936.0,535.0,130.8855881112128,0.1998800719568259,0.0,191.0,0,0,0.0,5.003,0.8,0.0,0
6742b7209c127b74bcf46ef1,18.892922226992173,1.888914439811255,0.14907119849998599,14,0.09998000399920015,0.0,0,881.0,541.0,0.0,1.1997600479904018,226.63636363636363,226.63636363636363,1,0,367.0,10.002,0.8,0.0,0
6742b7259c127b74bcf46ef2,430.5727191257048,28.701021138895133,2.271597730673281,27,0.19997333688841487,0.0,0,938.0,667.0,88.0471258484295,0.19997333688841487,138.66666666666666,138.66666666666666,1,0,32.0,15.002,0.8,0.0,0
6742b72f9c127b74bcf46ef3,79.40956433253277,15.853376788287635,0.7777777777777778,10,0.19964064683569574,0.0,0,901.0,454.0,0.0,2.395687762028349,143.75,143.75,0,0,95.0,5.009,0.8,0.0,0
6742b7349c127b74bcf46ef4,100.6043081442121,10.05138456830973,1.1925695879998879,3,0.09991008092716555,0.0,0,927.0,549.0,0.0,0.8991907283444899,147.55555555555554,147.55555555555554,1,0,160.0,10.009,0.8,0.0,0
6742b7399c127b74bcf46ef5,80.48547415061115,5.3628380963893365,1.6288220358559113,0,0.06663113006396588,0.0,0,945.0,627.0,0.0,0.599680170575693,115.55555555555556,115.55555555555556,2,0,64.0,15.008,0.8,0.0,0
6742b7449c127b74bcf46ef6,101.82587207170732,20.348895298102985,0.7831227553838542,4,0.0,0.0,0,0.0,0.0,0.0,0.9992006394884093,127.8,127.8,0,0,49.0,5.004,0.8,0.0,0
6742b7489c127b74bcf46ef7,12.675510736134258,1.2670442559110615,0.7284313590846835,2,0.09996001599360256,0.0,0,921.0,444.0,0.0,1.1995201919232308,138.66666666666666,138.66666666666666,0,0,224.0,10.004,0.8,0.0,0
6742b74d9c127b74bcf46ef8,96.95073679991413,6.462090035320545,1.1896322597739226,1,0.06665333599946677,0.0,0,899.0,528.0,0.0,0.19996000799840033,122.0,122.0,1,0,15.0,15.003,0.8,0.0,0
6742b7529c127b74bcf46ef9,188.98731291629267,9.447476150584516,1.5,12,0.049990001999600076,0.0,0,893.0,611.0,0.0,0.4499100179964007,142.33333333333334,142.33333333333334,1,0,112.0,20.004,0.8,0.0,0
6742bc26d406b096220fbbe6,1261.4076366288516,179.91836209226238,0.9244341858649742,4,0.0,0.0,0,0.0,0.0,0.0,1.426330052774212,113.8,113.8,0,0,160.0,7.011,0.8,0.0,1
6742bc34d406b096220fbbe7,1754.3265255105828,250.40344354989762,0.9319783871181571,4,0.0,0.0,0,0.0,0.0,0.0,0.4282043962318013,135.0,135.0,0,0,186.0,7.006,0.8,0.0,1
6742bc61d406b096220fbbe8,2497.461881687414,356.4238449675202,2.5144581921360314,4,0.0,0.0,0,0.0,0.0,0.0,1.1417154274297132,94.125,94.125,0,0,158.0,7.007,0.8,0.0,1
6742bc71d406b096220fbbe9,2356.2374938999883,336.5092107826319,1.4664120171200912,4,0.0,0.0,0,0.0,0.0,0.0,1.2853470437017995,104.11111111111111,104.11111111111111,0,0,157.0,7.002,0.8,0.0,1
6742bc80d406b096220fbbea,1910.540502206616,272.46727070830235,0.789364815064069,4,0.0,0.0,0,0.0,0.0,0.0,0.713063320022818,96.6,96.6,0,0,119.0,7.012,0.8,0.0,1
6742bcb5d406b096220fbbeb,2297.097451318296,327.5017752093379,0.8898957172802717,4,0.0,0.0,0,0.0,0.0,0.0,0.8554319931565441,97.66666666666667,97.66666666666667,0,0,131.0,7.014,0.8,0.0,1
6742bcc4d406b096220fbbec,2534.3638644208504,362.05198063155007,1.7916165366969508,4,0.0,0.0,0,0.0,0.0,0.0,1.7142857142857142,104.08333333333333,104.08333333333333,0,0,155.0,7.0,0.8,0.0,1
6742bcd4d406b096220fbbed,2359.946260893045,336.6542454911619,1.8560599876313133,4,0.0,0.0,0,0.0,0.0,0.0,0.9985734664764623,79.85714285714286,79.85714285714286,0,0,156.0,7.01,0.8,0.0,1
6742bcf5d406b096220fbbee,1261.6723882282165,180.0074744226304,1.0437645541234117,4,0.0,0.0,0,0.0,0.0,0.0,0.9987159366528748,103.71428571428571,103.71428571428571,0,0,124.0,7.009,0.8,0.0,1
6742bd05d406b096220fbbef,2041.435456408255,291.4670840103163,1.433720877840438,12,0.0,0.0,0,0.0,0.0,0.0,0.5711022272986865,122.5,122.5,0,0,135.0,7.004,0.8,0.0,1
6742bd1dd406b096220fbbf0,720.2685548755828,51.43673176287815,5.1908038341324785,1,0.0,0.0,0,0.0,0.0,0.0,2.356637863315004,104.45454545454545,104.45454545454545,0,0,200.0,14.003,0.8,0.0,1
6742bd29d406b096220fbbf1,1911.3617164396842,273.01267196681675,1.5413323637433651,4,0.0,0.0,0,0.0,0.0,0.0,0.571346950435652,95.25,95.25,0,0,187.0,7.001,0.8,0.0,1
6742bd3ad406b096220fbbf2,2502.4907168049754,356.7342433079081,1.8277118747741468,4,0.0,0.0,0,0.0,0.0,0.0,0.9978617248752674,91.57142857142857,91.57142857142857,0,0,125.0,7.015,0.8,0.0,1
6742bd4ad406b096220fbbf3,1810.0367942091602,258.4659137811167,1.0523773013576416,4,0.0,0.0,0,0.0,0.0,0.0,0.4283878337855205,111.33333333333333,111.33333333333333,0,0,127.0,7.003,0.8,0.0,1
6742bd5bd406b096220fbbf4,1796.015211211429,256.57360160163273,0.6723310378495042,4,0.0,0.0,0,0.0,0.0,0.0,0.7142857142857143,108.4,108.4,0,0,94.0,7.0,0.8,0.0,1
6742bd6dd406b096220fbbf5,2024.2482887103745,288.84821471323835,1.0044245037403534,4,0.0,0.0,0,0.0,0.0,0.0,0.7134703196347032,129.2,129.2,0,0,103.0,7.008,0.8,0.0,1
6742bd7ed406b096220fbbf6,2751.2090424777116,392.9737241076577,2.2433274861681944,4,0.0,0.0,0,0.0,0.0,0.0,0.571346950435652,110.25,110.25,0,0,67.0,7.001,0.8,0.0,1
6742bd8ed406b096220fbbf7,1797.9760841936318,256.3410442249261,0.6439504766992623,4,0.0,0.0,0,0.0,0.0,0.0,0.42771599657827203,100.0,100.0,0,0,96.0,7.014,0.8,0.0,1
6742bda0d406b096220fbbf8,1925.3524610429736,275.01106428267013,0.6674994798166929,4,0.0,0.0,0,0.0,0.0,0.0,0.571346950435652,145.0,145.0,0,0,161.0,7.001,0.8,0.0,1
6742bdb1d406b096220fbbf9,1934.5151401380335,276.1620471289127,0.8571593913749194,4,0.0,0.0,0,0.0,0.0,0.0,0.4282655246252677,120.0,120.0,0,0,107.0,7.005,0.8,0.0,1
